animal,ptt,datetime_utc,longitud,latitude,LC,error_radius,ellipse_orient,semi_major,semi_minor
ZcTag008,94786,10/23/2009 16:06,-155.99754,19.3279,LB,1195,89,5385,265
ZcTag008,94786,10/23/2009 17:53,-155.95238,19.36004,L0,2118,159,6405,700
ZcTag008,94786,10/23/2009 19:26,-155.97895,19.28953,L1,1334,96,6915,257
ZcTag008,94786,10/23/2009 19:38,-155.98623,19.2819,L0,1898,99,22636,159
ZcTag008,94786,10/23/2009 21:20,-156.0706,19.25314,L0,4076,176,12460,1333
ZcTag008,94786,10/24/2009 1:31,-155.94515,19.13844,L0,2167,135,6660,705
ZcTag008,94786,10/24/2009 3:06,-155.96607,19.04958,L0,1572,51,2825,874
ZcTag008,94786,10/24/2009 3:26,-155.9738,19.03437,L1,818,28,3465,193
ZcTag008,94786,10/24/2009 8:19,-156.07867,18.92488,L2,447,4,1022,195
ZcTag008,94786,10/24/2009 15:37,-155.94069,18.93925,L1,710,168,1040,484
ZcTag008,94786,10/24/2009 16:06,-155.93746,18.94441,LB,3882,105,4082,3690
ZcTag008,94786,10/24/2009 19:19,-155.90146,18.9896,L1,660,94,2458,177
ZcTag008,94786,10/25/2009 2:52,-155.9085,19.03895,L0,6040,60,8988,4058
ZcTag008,94786,10/25/2009 3:11,-155.91864,19.03377,LB,2211,68,3106,1573
ZcTag008,94786,10/25/2009 6:28,-155.84163,19.01459,L0,1605,103,6216,414
ZcTag008,94786,10/25/2009 15:10,-155.65449,18.90033,L0,12518,95,46592,3363
ZcTag008,94786,10/26/2009 0:00,-155.67754,18.81638,LB,28727,56,155788,5297
ZcTag008,94786,10/26/2009 2:23,-155.80077,18.73422,L0,4588,126,12858,1637
ZcTag008,94786,10/26/2009 7:42,-156.13371,18.68514,L1,650,76,2108,200
ZcTag008,94786,10/26/2009 15:40,-156.22295,18.79579,L0,12324,89,69661,2180
ZcTag008,94786,10/26/2009 16:33,-156.2176,18.84732,LA,5768,99,9719,3422
ZcTag008,94786,10/27/2009 2:52,-156.03458,19.09779,L0,4941,139,14591,1673
ZcTag008,94786,10/27/2009 3:40,-156.06088,19.09324,L0,2426,72,15247,386
ZcTag008,94786,10/27/2009 7:25,-156.05436,19.25453,LA,9040,85,10425,7839
ZcTag008,94786,10/27/2009 12:27,-156.00744,19.28921,L0,33852,121,115322,9937
ZcTag008,94786,10/27/2009 16:01,-156.04678,19.29218,LA,25643,131,56801,11576
ZcTag008,94786,10/27/2009 21:29,-156.03778,19.2185,L0,6270,113,23891,1645
ZcTag008,94786,10/27/2009 23:29,-155.96583,19.34802,LA,2105,79,3956,1120
ZcTag008,94786,10/28/2009 1:32,-155.85819,19.4844,L0,13507,61,53384,3417
ZcTag008,94786,10/28/2009 2:39,-155.88397,19.4762,LB,13008,36,16804,10068
ZcTag008,94786,10/28/2009 6:53,-155.91657,19.45267,LB,19330,94,23719,15752
ZcTag008,94786,10/28/2009 15:48,-156.03951,19.36762,LB,8376,80,9710,7225
ZcTag008,94786,10/28/2009 16:54,-156.01756,19.31781,L1,1425,127,2670,760
ZcTag008,94786,10/28/2009 19:31,-156.0537,19.1706,LB,11345,114,12405,10374
ZcTag008,94786,10/28/2009 23:21,-156.0684,19.15218,L0,1632,87,12040,221
ZcTag008,94786,10/28/2009 23:41,-156.07609,19.18051,L0,1990,54,9337,424
ZcTag008,94786,10/29/2009 6:36,-155.96862,19.33757,L1,1356,79,1598,1150
ZcTag008,94786,10/29/2009 11:55,-156.24461,19.3764,L0,9413,77,112423,788
ZcTag008,94786,10/29/2009 15:12,-156.21714,19.62928,L0,13911,92,45032,4297
ZcTag008,94786,10/29/2009 23:15,-155.98961,19.51648,L0,6664,121,36816,1206
ZcTag008,94786,10/30/2009 3:54,-156.01382,19.3682,L0,3412,78,42796,272
ZcTag008,94786,10/30/2009 6:07,-156.02755,19.39837,LB,3841,72,5527,2668
ZcTag008,94786,10/30/2009 6:18,-156.0282,19.40329,LB,2133,68,3032,1500
ZcTag008,94786,10/30/2009 8:00,-156.05786,19.44675,LA,10335,97,13648,7826
ZcTag008,94786,10/30/2009 11:54,-156.19669,19.34751,L0,5113,127,15930,1641
ZcTag008,94786,10/30/2009 11:55,-156.19698,19.34798,L0,6832,126,18039,2587
ZcTag008,94786,10/30/2009 16:27,-156.07512,19.21474,L0,2390,94,39648,144
ZcTag008,94786,10/30/2009 23:11,-156.03846,19.16856,LB,4303,102,5782,3202
ZcTag008,94786,10/31/2009 3:40,-155.99219,19.21383,L0,3392,95,27516,418
ZcTag008,94786,10/31/2009 11:32,-156.0663,19.30218,LB,4876,68,13003,1828
ZcTag008,94786,10/31/2009 11:46,-156.073,19.30348,L0,3463,68,13423,893
ZcTag008,94786,10/31/2009 13:23,-156.05235,19.24091,LA,3748,83,8870,1583
ZcTag008,94786,10/31/2009 13:27,-156.05197,19.24456,LB,8660,83,19217,3902
ZcTag008,94786,10/31/2009 16:14,-156.06047,19.39266,L0,2642,80,17670,395
ZcTag008,94786,11/1/2009 6:56,-156.06158,19.56322,LB,7983,82,18754,3398
ZcTag008,94786,11/1/2009 7:11,-156.062,19.56503,L0,8874,80,102261,770
ZcTag008,94786,11/1/2009 8:38,-156.08813,19.61318,LB,5153,58,10692,2483
ZcTag008,94786,11/1/2009 8:55,-156.09058,19.62226,L1,1248,53,5602,278
ZcTag008,94786,11/1/2009 11:33,-156.08542,19.62326,LB,1670,62,1833,1520
ZcTag008,94786,11/1/2009 16:05,-156.15325,19.71418,L2,375,122,2034,69
ZcTag008,94786,11/1/2009 19:27,-156.17451,19.69458,L1,1417,101,5956,337
ZcTag008,94786,11/2/2009 6:33,-156.18588,19.71413,LB,10119,114,19903,5144
ZcTag008,94786,11/2/2009 6:47,-156.20771,19.72759,LA,9290,116,23501,3672
ZcTag008,94786,11/2/2009 8:36,-156.2032,19.76857,LA,5868,95,21627,1592
ZcTag008,94786,11/2/2009 11:17,-156.1765,19.74209,L0,2808,17,9950,792
ZcTag008,94786,11/2/2009 11:30,-156.17414,19.73833,LB,2441,13,6294,946
ZcTag008,94786,11/2/2009 13:02,-156.13264,19.72232,L1,1381,79,7140,267
ZcTag008,94786,11/2/2009 13:39,-156.12202,19.74364,LB,1181,86,2474,563
ZcTag008,94786,11/2/2009 15:19,-156.0985,19.79651,L0,5791,103,200764,167
ZcTag008,94786,11/2/2009 17:01,-156.11444,19.79615,LB,7272,103,13028,4058
ZcTag008,94786,11/3/2009 6:13,-156.20742,19.88069,L0,3860,60,9020,1651
ZcTag008,94786,11/3/2009 6:32,-156.20282,19.88539,L0,1603,170,2231,1151
ZcTag008,94786,11/3/2009 8:15,-156.17457,19.90958,L1,873,96,8955,85
ZcTag008,94786,11/3/2009 11:08,-156.21484,19.92306,L0,4241,78,13459,1336
ZcTag008,94786,11/3/2009 11:23,-156.20761,19.92229,L0,1561,91,7316,333
ZcTag008,94786,11/3/2009 16:40,-156.25025,19.81522,LB,2317,108,5255,1021
ZcTag008,94786,11/3/2009 17:29,-156.23571,19.82516,LA,3702,95,6151,2227
ZcTag008,94786,11/3/2009 20:20,-156.18364,19.87615,L1,778,99,4575,132
ZcTag008,94786,11/4/2009 2:54,-156.14844,19.82774,L0,1528,61,8163,286
ZcTag008,94786,11/4/2009 3:43,-156.15225,19.83849,L1,1122,80,5988,210
ZcTag008,94786,11/4/2009 6:11,-156.18122,19.84706,L1,1404,7,4839,407
ZcTag008,94786,11/4/2009 7:39,-156.19354,19.86305,LB,1945,43,2567,1473
ZcTag008,94786,11/4/2009 7:46,-156.19284,19.86495,L0,7972,47,10847,5859
ZcTag008,94786,11/4/2009 12:30,-156.17794,19.8601,L0,14835,136,42257,5208
ZcTag008,94786,11/4/2009 12:46,-156.18963,19.84744,L0,5947,137,25096,1409
ZcTag008,94786,11/4/2009 15:26,-156.19596,19.81054,LB,6251,121,7179,5442
ZcTag008,94786,11/4/2009 20:00,-156.20431,19.74774,L1,670,109,1947,230
ZcTag008,94786,11/5/2009 3:16,-156.21463,19.77607,LB,6082,62,7297,5069
ZcTag008,94786,11/5/2009 7:10,-156.11745,19.68294,L2,443,82,1829,107
ZcTag008,94786,11/5/2009 8:50,-156.17103,19.69081,L0,5700,17,12443,2611
ZcTag008,94786,11/5/2009 11:01,-156.1429,19.67271,LB,5911,83,6360,5493
ZcTag008,94786,11/5/2009 15:23,-156.12038,19.67523,LB,3373,116,4478,2540
ZcTag008,94786,11/5/2009 15:51,-156.11538,19.67602,L1,711,114,5197,97
ZcTag008,94786,11/5/2009 20:04,-156.08853,19.59194,L0,7493,127,11661,4814
ZcTag008,94786,11/6/2009 1:37,-156.07835,19.58496,LB,12672,86,15407,10421
ZcTag008,94786,11/6/2009 6:50,-156.19256,19.58075,L0,8037,50,53289,1212
ZcTag008,94786,11/6/2009 7:16,-156.20106,19.57534,L0,15291,47,28203,8290
ZcTag008,94786,11/6/2009 12:17,-156.18845,19.70556,L0,5612,105,44543,707
ZcTag008,94786,11/6/2009 12:31,-156.1934,19.71823,L1,969,107,14208,66
ZcTag008,94786,11/6/2009 13:57,-156.26247,19.70412,L0,3654,145,16222,823
ZcTag008,94786,11/6/2009 15:32,-156.242,19.72485,LA,6055,116,7395,4957
ZcTag008,94786,11/6/2009 16:42,-156.23049,19.76657,LA,13891,110,16911,11410
ZcTag008,94786,11/6/2009 17:03,-156.22868,19.77584,LB,21879,112,26770,17881
ZcTag008,94786,11/6/2009 19:19,-156.22146,19.82982,LB,11816,123,13026,10718
ZcTag008,94786,11/6/2009 21:19,-156.19907,19.89568,L1,1084,5,2878,408
ZcTag008,94786,11/6/2009 23:35,-156.27622,19.93607,LA,5404,39,7275,4014
ZcTag008,94786,11/7/2009 1:23,-156.29275,19.91028,LB,15920,44,17818,14224
ZcTag008,94786,11/7/2009 3:58,-156.33214,19.92525,LA,10796,98,32349,3603
ZcTag008,94786,11/7/2009 6:27,-156.37662,19.93243,LA,7396,62,20309,2693
ZcTag008,94786,11/7/2009 7:56,-156.37084,19.89103,LB,13418,69,33352,5398
ZcTag008,94786,11/7/2009 8:26,-156.36138,19.8769,LA,5256,71,21594,1279
ZcTag008,94786,11/7/2009 12:24,-156.43938,19.87353,L0,12141,111,100477,1467
ZcTag008,94786,11/7/2009 13:42,-156.40146,19.92746,LA,9217,94,28844,2945
ZcTag008,94786,11/7/2009 15:08,-156.3731,19.91397,LB,5009,105,7423,3379
ZcTag008,94786,11/7/2009 20:59,-156.3089,19.88868,L1,653,140,1978,215
ZcTag008,94786,11/7/2009 23:15,-156.36609,19.86663,L0,6053,76,9509,3852
ZcTag008,94786,11/7/2009 23:39,-156.37322,19.88164,LA,2073,51,7537,570
ZcTag008,94786,11/8/2009 1:13,-156.32485,19.86209,LB,949,94,2677,336
ZcTag008,94786,11/8/2009 3:57,-156.25034,19.85751,LB,1373,99,1729,1089
ZcTag008,94786,11/8/2009 6:02,-156.18924,19.85331,LB,924,106,1474,579
ZcTag008,94786,11/8/2009 6:31,-156.17357,19.86197,L0,6512,106,30203,1404
ZcTag008,94786,11/8/2009 7:41,-156.21325,19.8324,L1,1190,75,12743,111
ZcTag008,94786,11/8/2009 8:10,-156.22612,19.82664,L0,1655,59,7953,344
ZcTag008,94786,11/8/2009 11:56,-156.18133,19.8097,LA,5208,108,39191,692
ZcTag008,94786,11/8/2009 12:11,-156.18,19.80944,L0,1621,99,20680,127
ZcTag008,94786,11/8/2009 20:42,-156.28539,19.74585,L0,4319,75,12473,1495
ZcTag008,94786,11/8/2009 23:05,-156.30523,19.70879,L0,2883,84,18025,461
ZcTag008,94786,11/8/2009 23:29,-156.30522,19.73479,L0,2796,55,16043,487
ZcTag008,94786,11/9/2009 3:28,-156.23569,19.79122,L1,676,63,4079,112
ZcTag008,94786,11/9/2009 15:52,-156.23729,19.82534,L1,662,65,1091,401
ZcTag008,94786,11/9/2009 21:23,-156.19203,19.82277,LB,9433,86,14484,6143
ZcTag008,94786,11/9/2009 23:01,-156.17705,19.8359,L0,10819,81,45486,2573
ZcTag008,94786,11/9/2009 23:11,-156.17251,19.81483,L0,3811,81,28026,518
ZcTag008,94786,11/10/2009 3:00,-156.15429,19.85114,LB,1891,79,2984,1198
ZcTag008,94786,11/10/2009 3:27,-156.15469,19.86302,L2,470,144,1513,146
ZcTag008,94786,11/10/2009 6:57,-156.2513,19.94157,LA,6333,44,13958,2873
ZcTag008,94786,11/10/2009 13:14,-156.22956,19.87581,L3,245,138,415,144
ZcTag008,94786,11/10/2009 13:27,-156.23325,19.87263,LB,1141,107,1246,1044
ZcTag008,94786,11/10/2009 15:57,-156.29324,19.83598,LB,2177,83,5905,802
ZcTag008,94786,11/10/2009 19:52,-156.39256,19.77128,L0,12693,82,151827,1061
ZcTag008,94786,11/11/2009 2:43,-156.27244,19.68295,L0,3643,52,33251,399
ZcTag008,94786,11/11/2009 11:35,-156.29313,19.64714,L0,14541,79,112524,1879
ZcTag008,94786,11/11/2009 13:24,-156.26365,19.63613,LB,16624,88,26826,10301
ZcTag008,94786,11/11/2009 15:52,-156.24165,19.6347,L0,4951,106,23538,1041
ZcTag008,94786,11/12/2009 2:10,-156.14828,19.68229,LB,3497,111,5162,2368
ZcTag008,94786,11/12/2009 3:49,-156.13309,19.69585,LB,2763,110,3703,2061
ZcTag008,94786,11/12/2009 6:06,-156.10368,19.71379,LA,877,159,2743,280
ZcTag008,94786,11/12/2009 8:25,-156.17318,19.71236,L0,5749,118,28314,1167
ZcTag008,94786,11/12/2009 12:51,-156.17911,19.70533,LB,10214,116,20760,5025
ZcTag008,94786,11/13/2009 8:07,-156.18107,19.71208,L0,4070,78,41206,402
ZcTag008,94786,11/13/2009 15:56,-156.26516,19.72011,L0,2076,90,15663,275
ZcTag008,94786,11/13/2009 17:10,-156.25852,19.697,L0,3882,79,18260,825
ZcTag008,94786,11/13/2009 19:52,-156.26535,19.77879,L0,9709,101,342719,275
ZcTag008,94786,11/14/2009 6:06,-156.30201,19.88821,LB,9681,71,21823,4294
ZcTag008,94786,11/14/2009 7:45,-156.3335,19.89919,L0,10515,76,440452,251
ZcTag008,94786,11/15/2009 1:29,-156.3363,19.90073,LB,12769,96,19260,8465
ZcTag008,94786,11/15/2009 15:11,-156.26405,19.89106,L1,1364,97,13974,133
ZcTag008,94786,11/15/2009 16:42,-156.26858,19.90064,LB,3936,86,30604,506
ZcTag008,94786,11/15/2009 20:44,-156.28084,19.86555,L1,504,144,2171,117
ZcTag008,94786,11/15/2009 21:31,-156.27183,19.86547,LB,912,134,1013,820
ZcTag008,94786,11/15/2009 23:40,-156.25076,19.85908,L0,8599,49,48736,1517
ZcTag008,94786,11/16/2009 7:00,-156.20198,19.92365,L0,7732,81,67475,886
ZcTag008,94786,11/16/2009 13:50,-156.32503,19.93118,LB,3313,27,4856,2260
ZcTag008,94786,11/16/2009 16:31,-156.30088,19.91681,LA,2716,83,24752,298
ZcTag008,94786,11/16/2009 20:18,-156.30667,19.91658,LB,2685,106,11032,653
ZcTag008,94786,11/17/2009 1:06,-156.32198,19.9249,LB,3099,97,5903,1626
ZcTag008,94786,11/17/2009 6:41,-156.3289,19.88757,LB,2553,105,4954,1315
ZcTag008,94786,11/17/2009 8:19,-156.33067,19.88393,LB,2572,97,4832,1368
ZcTag008,94786,11/17/2009 12:19,-156.35184,19.87205,LB,2937,95,7985,1080
ZcTag009,94808,4/19/2010 22:17,-156.08896,19.62142,DP,,,,
ZcTag009,94808,4/20/2010 16:02,-156.08265,19.63118,L0,1565,106,3480,703
ZcTag009,94808,4/20/2010 19:23,-156.04572,19.58547,L1,647,133,2405,174
ZcTag009,94808,4/20/2010 21:01,-156.0452,19.59724,LB,4327,113,6942,2696
ZcTag009,94808,4/20/2010 22:54,-156.00432,19.59991,L0,1882,90,12418,285
ZcTag009,94808,4/21/2010 1:33,-156.02706,19.5569,L0,1623,55,8955,294
ZcTag009,94808,4/21/2010 5:01,-156.10614,19.57865,L2,300,102,1246,72
ZcTag009,94808,4/21/2010 7:14,-156.08538,19.58891,L0,1803,80,36512,89
ZcTag009,94808,4/21/2010 17:40,-156.11546,19.59228,L0,2505,77,21119,297
ZcTag009,94808,4/21/2010 22:43,-156.05349,19.59184,L0,4280,101,26086,702
ZcTag009,94808,4/21/2010 23:40,-156.05917,19.58664,LA,4961,95,9333,2636
ZcTag009,94808,4/22/2010 2:51,-156.07464,19.62581,L0,4918,77,206676,117
ZcTag009,94808,4/22/2010 6:47,-156.09148,19.60356,LB,5871,94,7812,4411
ZcTag009,94808,4/22/2010 12:50,-156.11005,19.56503,L0,17613,138,84850,3656
ZcTag009,94808,4/22/2010 19:23,-156.16021,19.52832,L1,851,108,12921,56
ZcTag009,94808,4/22/2010 20:57,-156.13646,19.57364,L1,1420,80,7323,275
ZcTag009,94808,4/23/2010 0:03,-156.13095,19.57808,LA,4153,73,4904,3516
ZcTag009,94808,4/23/2010 7:31,-156.14753,19.58026,L0,2327,82,47086,115
ZcTag009,94808,4/23/2010 8:13,-156.145,19.58215,L0,4292,96,21392,861
ZcTag009,94808,4/23/2010 14:48,-156.09323,19.60106,LB,5300,103,7058,3979
ZcTag009,94808,4/23/2010 17:13,-156.07815,19.61438,L1,1102,102,52760,23
ZcTag009,94808,4/23/2010 20:04,-156.0538,19.60687,L1,938,100,19995,44
ZcTag009,94808,4/23/2010 20:32,-156.03752,19.62328,L0,1633,117,7424,359
ZcTag009,94808,4/23/2010 23:19,-156.05092,19.60329,LB,3800,105,4284,3370
ZcTag009,94808,4/24/2010 3:38,-156.0673,19.57328,LB,3562,80,4331,2928
ZcTag009,94808,4/24/2010 6:08,-156.07794,19.55655,L0,2816,93,13013,609
ZcTag009,94808,4/24/2010 7:13,-156.08916,19.55268,L1,689,60,1771,268
ZcTag009,94808,4/24/2010 8:54,-156.11493,19.52937,LA,3363,37,11992,943
ZcTag009,94808,4/24/2010 12:06,-156.1703,19.50565,LA,7914,126,9476,6609
ZcTag009,94808,4/24/2010 16:08,-156.14044,19.56123,LB,14346,118,23320,8825
ZcTag009,94808,4/24/2010 18:37,-156.12429,19.58195,L0,11547,111,61105,2182
ZcTag009,94808,4/24/2010 23:48,-156.053,19.58553,L2,424,65,864,208
ZcTag009,94808,4/25/2010 4:17,-156.0576,19.56696,L1,753,72,6440,88
ZcTag009,94808,4/25/2010 6:46,-156.05905,19.56295,LB,2913,91,3123,2716
ZcTag009,94808,4/25/2010 8:38,-156.06029,19.56585,LB,3505,145,3673,3344
ZcTag009,94808,4/26/2010 0:42,-156.06493,19.54865,LB,3109,27,6946,1391
ZcTag009,94808,4/26/2010 1:14,-156.06358,19.55009,LA,3025,27,8832,1036
ZcTag009,94808,4/26/2010 5:45,-156.04532,19.50147,L0,2649,60,11808,594
ZcTag009,94808,4/26/2010 8:05,-156.04375,19.47517,L0,8259,41,22356,3051
ZcTag009,94808,4/26/2010 11:34,-156.03137,19.45592,LA,4115,61,6744,2510
ZcTag009,94808,4/26/2010 12:07,-156.02841,19.45473,LB,2007,58,2734,1473
ZcTag009,94808,4/26/2010 13:54,-156.01961,19.43871,LB,1424,97,1737,1167
ZcTag009,94808,4/26/2010 21:07,-156.02519,19.42322,LB,3724,162,20390,680
ZcTag009,94808,4/27/2010 2:26,-156.08657,19.38933,L0,3734,103,16132,864
ZcTag009,94808,4/27/2010 4:13,-156.10528,19.378,L0,2998,47,11387,789
ZcTag009,94808,4/27/2010 7:56,-156.14376,19.38435,L0,5377,97,15087,1916
ZcTag012,94813,12/7/2010 20:23,-155.99551,19.38336,DP,,,,
ZcTag012,94813,12/8/2010 3:57,-156.00464,19.35066,LB,2511,91,4012,1571
ZcTag012,94813,12/8/2010 17:09,-156.0165,19.20909,L0,2226,96,21348,232
ZcTag012,94813,12/8/2010 19:25,-156.00149,19.22578,L0,3234,87,22442,466
ZcTag012,94813,12/8/2010 19:49,-155.98642,19.19704,LA,5189,76,15519,1735
ZcTag012,94813,12/8/2010 23:33,-155.97173,19.27228,L0,2305,119,9321,570
ZcTag012,94813,12/9/2010 1:10,-156.02854,19.25062,L0,2225,92,7997,619
ZcTag012,94813,12/9/2010 3:37,-156.06051,19.24945,L1,1004,115,5856,172
ZcTag012,94813,12/9/2010 6:55,-156.06517,19.32212,L0,10535,84,197827,561
ZcTag012,94813,12/9/2010 8:07,-156.06989,19.33708,LB,11013,77,17499,6931
ZcTag012,94813,12/9/2010 16:02,-156.01956,19.36394,LA,1122,112,6257,201
ZcTag012,94813,12/9/2010 19:20,-156.01717,19.28587,L1,783,95,2141,286
ZcTag012,94813,12/9/2010 23:20,-156.08552,19.24608,LA,6230,53,33086,1173
ZcTag012,94813,12/10/2010 1:33,-156.04785,19.23617,L0,1604,16,6511,395
ZcTag012,94813,12/10/2010 3:09,-156.0267,19.2337,LA,3612,42,4680,2787
ZcTag012,94813,12/10/2010 6:30,-156.07915,19.30905,L1,1199,99,4869,295
ZcTag012,94813,12/10/2010 12:29,-156.22904,19.29089,L0,5781,129,41459,806
ZcTag012,94813,12/10/2010 13:32,-156.25386,19.29179,LA,4116,126,11202,1512
ZcTag012,94813,12/10/2010 15:39,-156.28967,19.31131,L0,5644,109,55979,569
ZcTag012,94813,12/10/2010 16:48,-156.30873,19.33151,LB,3084,21,3824,2486
ZcTag012,94813,12/10/2010 18:55,-156.35716,19.37346,L0,3424,92,46874,250
ZcTag012,94813,12/10/2010 23:13,-156.32933,19.36093,LB,13540,102,38723,4734
ZcTag012,94813,12/11/2010 0:55,-156.3284,19.35829,L0,7278,91,39206,1351
ZcTag012,94813,12/11/2010 1:13,-156.32766,19.35144,LB,5399,89,12566,2319
ZcTag012,94813,12/11/2010 5:41,-156.289,19.25728,L0,1896,86,17354,207
ZcTag012,94813,12/11/2010 12:25,-156.31875,19.15053,L0,2473,103,28036,218
ZcTag012,94813,12/11/2010 13:24,-156.31611,19.17199,L0,1979,80,5095,768
ZcTag012,94813,12/11/2010 18:15,-156.31158,19.08789,L1,961,95,6636,139
ZcTag012,94813,12/11/2010 20:13,-156.28161,19.12643,L1,1119,39,3827,327
ZcTag012,94813,12/11/2010 23:01,-156.19414,19.09188,L0,2431,162,5394,1095
ZcTag012,94813,12/12/2010 0:36,-156.1653,19.0817,L0,3225,48,6686,1555
ZcTag012,94813,12/12/2010 5:42,-156.13757,19.01927,L1,568,177,1030,313
ZcTag012,94813,12/12/2010 7:06,-156.13423,18.98787,LA,4845,104,10175,2307
ZcTag012,94813,12/12/2010 8:56,-156.12948,19.00937,L0,4194,88,24870,707
ZcTag012,94813,12/12/2010 13:18,-156.13516,18.96791,L0,2444,112,17568,340
ZcTag012,94813,12/12/2010 14:51,-156.12736,18.98568,L1,1445,93,12270,170
ZcTag012,94813,12/12/2010 16:26,-156.09692,19.00042,LB,4021,58,10235,1579
ZcTag012,94813,12/12/2010 18:02,-156.06584,19.01542,L1,1210,103,6252,234
ZcTag012,94813,12/12/2010 19:51,-156.06295,19.01145,L1,530,141,2241,125
ZcTag012,94813,12/13/2010 0:34,-155.88796,18.98239,L0,17252,96,188366,1580
ZcTag012,94813,12/13/2010 3:37,-155.82801,18.79171,LA,15124,57,65033,3517
ZcTag012,94813,12/13/2010 5:25,-155.90893,18.79513,L0,17347,64,32945,9133
ZcTag012,94813,12/13/2010 8:26,-155.98442,18.86713,L0,12974,61,64065,2627
ZcTag012,94813,12/13/2010 12:05,-156.06693,18.89976,L0,4181,106,79810,219
ZcTag012,94813,12/14/2010 1:00,-155.97112,18.92549,L0,2075,23,7534,571
ZcTag012,94813,12/14/2010 3:14,-156.01243,18.93277,L1,994,83,2690,367
ZcTag012,94813,12/14/2010 6:35,-156.24165,18.92783,L1,711,77,2613,193
ZcTag012,94813,12/14/2010 6:49,-156.25422,18.93283,LB,4248,89,4672,3862
ZcTag012,94813,12/14/2010 11:54,-156.53093,19.03112,L0,2576,96,27303,243
ZcTag012,94813,12/14/2010 17:44,-156.56793,19.10019,L0,19133,108,151762,2412
ZcTag012,94813,12/14/2010 19:20,-156.55025,19.14089,L0,3400,41,11429,1011
ZcTag012,94813,12/15/2010 0:11,-156.33806,19.10121,L0,1968,79,17751,218
ZcTag012,94813,12/15/2010 1:48,-156.36122,19.07243,L0,2770,118,7522,1020
ZcTag012,94813,12/15/2010 2:59,-156.39567,19.07595,LB,3371,113,4230,2686
ZcTag012,94813,12/15/2010 5:00,-156.45953,19.08335,LB,2748,90,3109,2428
ZcTag012,94813,12/15/2010 6:10,-156.49394,19.08548,L0,3132,69,18029,544
ZcTag012,94813,12/15/2010 15:19,-156.39803,19.16933,L0,12880,108,251323,660
ZcTag012,94813,12/15/2010 20:14,-156.52895,19.24554,L0,6764,123,42471,1077
ZcTag012,94813,12/15/2010 23:00,-156.50643,19.31956,LB,5332,75,8144,3490
ZcTag012,94813,12/16/2010 0:33,-156.464,19.3531,L0,3371,63,25650,443
ZcTag012,94813,12/16/2010 5:52,-156.37237,19.47938,L0,5046,83,35752,712
ZcTag012,94813,12/16/2010 12:33,-156.22035,19.55033,L1,970,84,2750,342
ZcTag012,94813,12/16/2010 15:00,-156.20269,19.57548,L0,2045,109,27148,154
ZcTag012,94813,12/17/2010 0:31,-156.12398,19.63557,L0,1584,97,13193,190
ZcTag012,94813,12/17/2010 3:45,-156.11085,19.61984,L1,637,141,2547,159
ZcTag012,94813,12/17/2010 6:13,-156.09751,19.60929,L0,1763,31,6526,476
ZcTag012,94813,12/17/2010 7:13,-156.08665,19.6147,LB,2371,29,3377,1664
ZcTag012,94813,12/17/2010 17:52,-156.07109,19.6022,L0,5469,135,24512,1220
ZcTag012,94813,12/17/2010 19:38,-156.05264,19.55835,L2,311,79,1532,63
ZcTag012,94813,12/18/2010 1:42,-156.01842,19.46684,L1,905,142,2211,370
ZcTag012,94813,12/18/2010 5:56,-156.0021,19.38467,LB,5684,80,10411,3103
ZcTag012,94813,12/18/2010 6:39,-155.99721,19.37295,L0,4273,81,31422,581
ZcTag012,94813,12/18/2010 17:30,-156.00887,19.38572,LA,7724,102,8554,6973
ZcTag012,94813,12/18/2010 19:20,-156.00191,19.36001,L0,2114,113,9349,478
ZcTag012,94813,12/19/2010 6:24,-156.00996,19.35383,LB,3175,115,3189,3160
ZcTag012,94813,12/19/2010 8:03,-156.00539,19.33579,LB,2381,47,2916,1944
ZcTag012,94813,12/19/2010 11:00,-156.00261,19.33462,L0,2625,33,5618,1226
ZcTag012,94813,12/19/2010 12:42,-156.02885,19.34181,L0,2037,25,6813,609
ZcTag012,94813,12/19/2010 13:42,-156.02041,19.3486,L1,1365,154,4772,390
ZcTag012,94813,12/19/2010 13:43,-156.02033,19.34852,LB,1417,154,3009,667
ZcTag012,94813,12/19/2010 16:42,-156.01212,19.34566,LA,961,11,1485,621
ZcTag012,94813,12/19/2010 23:15,-155.95101,19.30149,LB,1001,16,5502,182
ZcTag012,94813,12/20/2010 5:56,-156.03484,19.30726,L1,727,143,1461,361
ZcTag012,94813,12/20/2010 11:50,-156.19701,19.31984,L3,127,70,234,68
ZcTag012,94813,12/20/2010 12:25,-156.19015,19.33748,LA,782,131,1298,470
ZcTag012,94813,12/20/2010 13:27,-156.20536,19.33699,L2,430,103,3019,61
ZcTag012,94813,12/20/2010 15:01,-156.23346,19.3292,L1,687,102,4095,115
ZcTag012,94813,12/20/2010 16:34,-156.27185,19.34146,LB,5485,106,6221,4835
ZcTag012,94813,12/20/2010 18:12,-156.31167,19.35145,L1,1243,111,8130,190
ZcTag012,94813,12/21/2010 3:53,-156.4319,19.48608,LB,8101,106,9521,6892
ZcTag012,94813,12/21/2010 7:06,-156.40395,19.51659,LA,1485,44,2248,980
ZcTag012,94813,12/21/2010 11:41,-156.44146,19.59783,L1,546,30,1681,177
ZcTag012,94813,12/21/2010 12:19,-156.41896,19.61693,L1,1143,98,12079,108
