,X,Date,Boat,Sighting_Number,Species,Island_area,Location,Sighting_Cue,Sea_Conditions,Start.time,latitude,longitud,Start.depth,Start.distance.from.shore,Start.Behavior,End.time,End.latitude,End.longitude,DistanceStartEnd,Encounter.duration,Group.size..min.,Group.size..best.,Group.size..max.,Other.species.present,Other.species.present.2,DistToShore,Island,DistTo200m,W_L_WARD,StudyArea,FisheryZone,ZoneType,LonglineExAllYear,LonglineExFebSep,PMRF,EEZ,KalaupapaNP,KalaupapaDist,KalokoHonokohauNP,KalokoHonokohauDist,HumpbackSanctuary,HumpbackSanctuaryDist,NWHI_MNM,NWHI_MNM_Dist,Source,depth,aspect,slope,datetimeHST,datetimeUTC,JulianDate,sunrise,sunset,solarNoon,civilDawn,endDawn,civilDusk,startDusk,secNearestSunriseset,sunAzimuth,sunAltitude,moonAzimuth,moonAltitude,moonIlluminatedFraction,moonPhase,daylengthHr,daylengthCat,month,season,Island_group,dist_escarp,dist_canyon,dist_ridge,dist_seamount,dist_shelfH,dist_basin,dist_slope,dist_terrace
104,1911,23-May-12,Wild Whale,1,Blainville's beaked whale,Hawaii,NW of Paakai Point,"Splash, blow, or fin",Beaufort 2,8:58,19.25403,-155.92268,920,2.3,T,9:42,19.25524,155.92349,0.159172152,0.73,4,4,4,None,,2392.188942,Hawai'i,2000.42453,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,231280.9716,FALSE,46927.93919,FALSE,54473.46953,FALSE,659301.4891,50m HMRG multibeam,-1289.889808,272.6475535,16.38104243,5/23/2012,5/23/2012 10:00,2456070.917,5/23/2012 5:46,5/23/2012 18:54,5/23/2012 12:20,5/23/2012 5:22,5/23/2012 6:17,5/23/2012 19:18,5/23/2012 18:23,-18314,352.583908,-49.7404197,319.1632055,-37.76955827,0.053342914,1,13.14396108,long,5,spring,Hawaii,0,18462.35527,23117.50481,51359.2791,2576.772262,110057.8291,0,75084.16204
105,1974,20-Aug-12,Black Whale,3,Cuvier's beaked whale,Hawaii,NW of Kailua,"Splash, blow, or fin",Beaufort 0,9:01,19.67085,-156.18033,2600,15.4,ST,10:30,19.67085,156.13011,5.258649972,1.48,2,2,2,None,,13939.03428,Hawai'i,12978.43707,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,177949.9565,FALSE,14307.20365,FALSE,13140.41346,FALSE,611011.9346,50m HMRG multibeam,-3091.02885,268.2861325,33.05987994,8/20/2012,8/20/2012 10:00,2456159.917,8/20/2012 6:06,8/20/2012 18:48,8/20/2012 12:27,8/20/2012 5:44,8/20/2012 6:36,8/20/2012 19:11,8/20/2012 18:19,-18652,347.2378621,-57.35000192,286.305292,-50.13916124,0.091864782,1,12.70327016,long,8,summer,Hawaii,0,25346.08869,61551.84323,47402.51784,13698.56632,139033.3198,0,23512.17661
106,2019,13-May-13,Wild Whale,2,Cuvier's beaked whale,Hawaii,NW of Keahole Pt.,"Splash, blow, or fin",Beaufort 2,7:45,19.85076,-156.15372,1100,13.9,T,8:20,19.8583,156.13721,1.919606308,0.58,2,2,2,None,,13826.52162,Hawai'i,6393.937765,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,161394.3219,FALSE,20811.63838,FALSE,6358.63118,FALSE,602620.6681,50m HMRG multibeam,-1047.151396,210.0010928,12.62069635,5/13/2013,5/13/2013 10:00,2456425.917,5/13/2013 5:49,5/13/2013 18:52,5/13/2013 12:20,5/13/2013 5:25,5/13/2013 6:20,5/13/2013 19:16,5/13/2013 18:22,-18448,352.0322478,-51.3335956,309.4139927,-30.81099586,0.102250253,1,13.05598286,long,5,spring,Hawaii,0,5349.375247,80951.23339,54609.37408,7364.88424,126743.3547,0,5169.005347
107,2041,21-May-13,Wild Whale,2,Cuvier's beaked whale,Hawaii,SW of Kailua Lt.,"Splash, blow, or fin",Beaufort 2,13:18,19.5311,-156.16142,2800,21.2,ST,13:56,19.53274,156.16348,0.282611418,0.63,1,1,1,None,,19092.59243,Hawai'i,16825.53044,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,192893.0511,FALSE,20126.02774,FALSE,23820.33142,FALSE,621217.5812,50m HMRG multibeam,-2870.829748,248.5904354,11.34571008,5/21/2013,5/21/2013 10:00,2456433.917,5/21/2013 5:47,5/21/2013 18:55,5/21/2013 12:21,5/21/2013 5:23,5/21/2013 6:18,5/21/2013 19:19,5/21/2013 18:24,-18283,352.2566153,-49.87306334,244.1906708,38.0464656,0.814529916,3,13.13615929,long,5,spring,Hawaii,0,36494.50787,46005.17816,49683.5358,17347.06197,146468.5047,0,39044.95075
108,2069,21-Oct-13,Wild Whale,1,Cuvier's beaked whale,Hawaii,Ka'apuna,"Splash, blow, or fin",Beaufort 2,12:05,19.27198,-155.92661,831,3.3,T,13:19,19.28229,155.9369,1.575144162,1.23,3,3,3,None,,3309.09087,Hawai'i,2947.321448,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,229313.0382,FALSE,44898.24113,FALSE,52446.85631,FALSE,657821.267,50m HMRG multibeam,-1487.865721,280.9903137,13.05237288,10/21/2013,10/21/2013 10:00,2456586.917,10/21/2013 6:20,10/21/2013 17:56,10/21/2013 12:08,10/21/2013 5:57,10/21/2013 6:49,10/21/2013 18:18,10/21/2013 17:26,-21821,346.3504593,-81.31521451,87.91061672,60.78933658,0.939216544,3,11.59910938,medium,10,summer,Hawaii,0,18838.14255,24135.43982,53318.14432,3320.646384,111470.1085,0,73091.22132
109,2070,21-Oct-13,Wild Whale,2,Blainville's beaked whale,Hawaii,SW of Loa Pt.,"Splash, blow, or fin",Beaufort 2,13:54,19.37106,-155.92009,660,2.3,T,14:47,19.38239,155.9252,1.369212715,0.88,2,2,2,None,,2279.829928,Hawai'i,1258.044829,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,219829.2824,FALSE,34577.06706,FALSE,42221.19659,FALSE,652158.1693,50m HMRG multibeam,-750.3420376,252.550614,21.87022968,10/21/2013,10/21/2013 10:00,2456586.917,10/21/2013 6:20,10/21/2013 17:55,10/21/2013 12:08,10/21/2013 5:57,10/21/2013 6:49,10/21/2013 18:18,10/21/2013 17:26,-21828,346.5427309,-81.22033548,88.08952224,60.79894334,0.939216544,3,11.59629465,medium,10,summer,Hawaii,0,25893.77375,33074.35988,64280.64243,1880.852258,115885.5643,0,63110.43811
110,2075,22-Oct-13,Wild Whale,2,Cuvier's beaked whale,Hawaii,W of Keakakaneka Pt.,"Splash, blow, or fin",Beaufort 0,9:47,19.49975,-156.12668,2700,17.6,T,9:53,19.49975,156.12668,0,0.09,2,2,2,None,,17580.07716,Hawai'i,14231.81753,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,197539.2926,FALSE,20841.71396,FALSE,25980.64322,FALSE,626185.9683,50m HMRG multibeam,-2698.947161,283.095982,1.914802976,10/22/2013,10/22/2013 10:00,2456587.917,10/22/2013 6:21,10/22/2013 17:56,10/22/2013 12:08,10/22/2013 5:59,10/22/2013 6:51,10/22/2013 18:18,10/22/2013 17:26,-21825,345.1359319,-81.40055032,83.14882773,49.56136748,0.883505148,3,11.57555909,medium,10,summer,Hawaii,0,32638.04067,42111.19166,53406.94968,15226.13709,141827.693,0,42944.93715
111,2080,28-Oct-13,Wild Whale,1,Cuvier's beaked whale,Hawaii,NW of Aero Lt.,"Splash, blow, or fin",Beaufort 2,8:02,19.87454,-156.2149,1900,21.1,T,8:42,19.87454,156.2149,0,0.66,3,4,5,Rough-toothed dolphin,,20627.75925,Hawai'i,13323.40658,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,156068.4876,FALSE,26826.35373,FALSE,13287.0759,FALSE,595783.302,50m HMRG multibeam,-2028.222209,242.2972151,29.95191112,10/28/2013,10/28/2013 10:00,2456593.917,10/28/2013 6:24,10/28/2013 17:52,10/28/2013 12:08,10/28/2013 6:02,10/28/2013 6:54,10/28/2013 18:14,10/28/2013 17:22,-22046,342.3566942,-83.04579307,73.24064843,-15.95331203,0.366071399,4,11.46227441,medium,10,summer,Hawaii,0,4647.381476,84318.8248,49298.48351,14274.31852,131449.1553,0,1550.594706
112,2082,28-Oct-13,Wild Whale,3,Cuvier's beaked whale,Hawaii,W of Kamoa Pt.,"Splash, blow, or fin",Beaufort 2,11:51,19.59326,-156.08537,2000,9.4,T,13:14,19.62736,156.10106,4.132843216,1.38,4,4,4,None,,8562.442837,Hawai'i,6965.553468,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,190009.9747,FALSE,9733.625277,FALSE,15027.36944,FALSE,624059.7919,50m HMRG multibeam,-1985.328794,286.7883291,16.03584764,10/28/2013,10/28/2013 10:00,2456593.917,10/28/2013 6:23,10/28/2013 17:52,10/28/2013 12:08,10/28/2013 6:01,10/28/2013 6:53,10/28/2013 18:14,10/28/2013 17:22,-22060,342.6667076,-83.35071174,73.3713122,-15.91732835,0.366071399,4,11.47217811,medium,10,summer,Hawaii,0,34372.09127,52270.23089,56998.27585,7561.745168,135933.8412,0,33986.0281
113,261,4-Feb-14,24' RHIB,7,Blainville's beaked whale,Kauai,SW of Kokole Pt,"Splash, blow, or fin",Beaufort 1,12:16,21.9089,-159.90708,820,17.3,slow travel,12:52,21.90648,159.90261,0.533950449,0.6,5,5,6,None,,16703.6122,Ni'ihau,12458.42586,leeward,FALSE,525,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,309588.2151,FALSE,470872.1589,FALSE,48404.75018,FALSE,150723.0723,50m HMRG multibeam,-674.4606129,151.594973,25.1582155,2/4/2014,2/4/2014 10:00,2456692.917,2/4/2014 7:16,2/4/2014 18:30,2/4/2014 12:53,2/4/2014 6:53,2/4/2014 7:47,2/4/2014 18:54,2/4/2014 17:59,-19756,292.0416944,-76.12644864,284.9854769,-14.93068743,0.260056903,2,11.24165803,short,2,winter,Kauai,0,6156.57715,7455.707202,160014.9462,13958.28535,330009.5309,0,125047.9998
114,2095,17-Jul-14,Wild Whale,4,Cuvier's beaked whale,Hawaii,SW of Hachures,"Splash, blow, or fin",Beaufort 2,11:30,19.30356,-155.92442,1150,3.6,unknown,11:56,19.3031,155.9241,0.061192281,0.43,1,2,2,Pygmy killer whale,,3664.512229,Hawai'i,3284.825393,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,226280.7469,FALSE,41574.05598,FALSE,49154.90258,FALSE,656011.3884,50m HMRG multibeam,-1280.409314,290.6037231,6.671593214,7/17/2014,7/17/2014 10:00,2456855.917,7/17/2014 5:54,7/17/2014 19:04,7/17/2014 12:29,7/17/2014 5:30,7/17/2014 6:26,7/17/2014 19:28,7/17/2014 18:33,-17708,349.3886374,-48.87074779,92.77774649,16.80259329,0.683465093,4,13.16277004,long,7,spring,Hawaii,0,20749.96188,26829.85187,56812.97324,3511.788592,112784.4551,0,69908.12246
115,2125,25-Jul-14,Wild Whale,1,Blainville's beaked whale,Hawaii,SW of Puapuaa Point,"Splash, blow, or fin",Beaufort 0,12:26,19.60215,-156.03119,700,5,unknown,12:27,19.60215,156.03119,0,0.01,2,2,2,None,,4894.818457,Hawai'i,1278.30094,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,191737.2212,FALSE,6970.765257,FALSE,14273.04398,FALSE,628276.3927,50m HMRG multibeam,-882.595885,227.0410745,26.79061301,7/25/2014,7/25/2014 10:00,2456863.917,7/25/2014 5:57,7/25/2014 19:03,7/25/2014 12:30,7/25/2014 5:34,7/25/2014 6:28,7/25/2014 19:27,7/25/2014 18:32,-17787,348.7153274,-50.06228315,16.48169059,-51.33728831,0.021556878,1,13.09262575,long,7,spring,Hawaii,0,34851.13093,53620.57968,62668.64623,1836.014507,130887.9612,0,35084.74333
116,2128,27-Jul-14,Wild Whale,1,Blainville's beaked whale,Hawaii,W of Kahalu'u,"Splash, blow, or fin",Beaufort 2,6:38,19.5801,-156.02208,920,5.4,slow travel,6:40,19.57882,156.02209,0.142342155,0.03,2,2,2,None,,5264.353308,Hawai'i,1499.601603,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,194343.2164,FALSE,9455.210155,FALSE,16872.98382,FALSE,630416.2426,50m HMRG multibeam,-1010.709122,237.7844951,18.2761156,7/27/2014,7/27/2014 10:00,2456865.917,7/27/2014 5:58,7/27/2014 19:02,7/27/2014 12:30,7/27/2014 5:34,7/27/2014 6:29,7/27/2014 19:26,7/27/2014 18:31,-17837,348.5880049,-50.52006112,339.9625586,-55.23122357,0.001984733,1,13.06677992,long,7,spring,Hawaii,0,37464.68945,51331.49859,63719.42515,1719.344888,131726.1144,0,37700.24583
117,2142,21-Nov-14,Ocean Warrior,2,Cuvier's beaked whale,Hawaii,"W, Honokohau Harbor","Splash, blow, or fin",Beaufort 2,7:21,19.66111,-156.16281,2800,12.7,Slow travel,8:05,19.66278,156.16614,0.395077971,0.73,3,3,3,None,,12704.86737,Hawai'i,11827.33529,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,179704.5999,FALSE,12750.98555,FALSE,12191.7969,FALSE,613141.0956,50m HMRG multibeam,-2743.153173,252.3597331,24.9873595,11/21/2014,11/21/2014 10:00,2456982.917,11/21/2014 6:36,11/21/2014 17:44,11/21/2014 12:10,11/21/2014 6:13,11/21/2014 7:08,11/21/2014 18:07,11/21/2014 17:13,-22525,263.2239646,-87.52003067,63.35893505,-78.51123514,0.013986926,1,11.12983083,short,11,fall,Hawaii,0,26294.93176,60230.75077,49100.57859,12536.47698,138090.691,0,24763.06236
118,2147,23-Nov-14,Wild Whale,2,Cuvier's beaked whale,Hawaii,SW Manhukona Lt.,"Splash, blow, or fin",Beaufort 2,11:28,20.09605,-156.07114,1000,19.3,Breach/Approach vessel,11:28,20.09605,156.07114,0,0,1,1,1,None,,19044.43016,Hawai'i,16074.55769,leeward,FALSE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,143178.2912,FALSE,44641.75307,FALSE,16194.49221,FALSE,596270.1336,50m HMRG multibeam,-1070.456208,205.672821,1.452688533,11/23/2014,11/23/2014 10:00,2456984.917,11/23/2014 6:38,11/23/2014 17:43,11/23/2014 12:10,11/23/2014 6:14,11/23/2014 7:09,11/23/2014 18:06,11/23/2014 17:11,-22598,263.4488214,-87.48976118,275.2158108,-75.55713136,0.009800272,1,11.08310562,short,11,fall,Hawaii,5959.120004,18773.81078,60286.87598,74106.39418,17807.42229,108827.4046,0,0
119,2170,2-Dec-14,Wild Whale,4,Cuvier's beaked whale,Hawaii,W. Loa Pt.,"Splash, blow, or fin",Beaufort 2,11:59,19.39366,-156.01295,1900,10.6,Travel,12:36,19.40731,156.01698,1.575660822,0.61,1,1,1,None,,10552.93472,Hawai'i,9874.945783,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,213220.6887,FALSE,30125.55079,FALSE,37358.09443,FALSE,642681.2324,50m HMRG multibeam,-1716.103075,261.6039716,12.47157769,12/2/2014,12/2/2014 10:00,2456993.917,12/2/2014 6:42,12/2/2014 17:44,12/2/2014 12:13,12/2/2014 6:18,12/2/2014 7:14,12/2/2014 18:08,12/2/2014 17:12,-22509,230.0299954,-85.94478967,262.1404297,42.26860082,0.814509603,2,11.03872959,short,11,fall,Hawaii,0,22604.29273,31331.92883,66485.2928,10371.05389,125644.0455,0,57303.44331
120,2178,4-Dec-14,Wild Whale,5,Cuvier's beaked whale,Hawaii,W Kahaluu Bay,"Splash, blow, or fin",Beaufort 2,14:16,19.58491,-156.14374,2700,16.9,Breach,14:16,19.58491,156.14374,0,0,2,3,4,None,,13981.79107,Hawai'i,13020.41199,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,188203.8204,FALSE,14716.90308,FALSE,17627.21864,FALSE,619447.737,50m HMRG multibeam,-2722.7204,239.7187477,20.43784035,12/4/2014,12/4/2014 10:00,2456995.917,12/4/2014 6:44,12/4/2014 17:45,12/4/2014 12:14,12/4/2014 6:20,12/4/2014 7:16,12/4/2014 18:09,12/4/2014 17:13,-22478,231.5687356,-85.65322008,259.8959459,67.92845132,0.950539004,3,11.01227032,short,11,fall,Hawaii,0,34692.0732,51643.45595,50909.16735,13700.80467,141350.8403,0,33377.23399
121,2187,18-Apr-15,Wild Whale,3,Blainville's beaked whale,Hawaii,WSW of Paakai Pt.,"Splash, blow, or fin",Beaufort 2,11:37,19.23695,-155.92465,1000,2.6,Milling,12:34,19.2438,155.92552,0.767189245,0.95,5,5,5,None,,2552.797705,Hawai'i,2198.804428,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,232892.6007,FALSE,48718.79941,FALSE,56245.30345,FALSE,660221.8882,50m HMRG multibeam,-1262.362135,271.9937123,16.30913131,4/18/2015,4/18/2015 10:00,2457130.917,4/18/2015 6:04,4/18/2015 18:42,4/18/2015 12:23,4/18/2015 5:41,4/18/2015 6:33,4/18/2015 19:04,4/18/2015 18:12,-19084,348.7723194,-59.44304211,357.0958237,-62.93150781,0.001859598,1,12.63501013,long,4,winter,Hawaii,0,17709.49106,21789.72174,49464.17126,2459.598227,109246.3908,0,76762.03863
122,2202,22-Apr-15,Wild Whale,1,Blainville's beaked whale,Hawaii,W. Kaukalaelae Pt.,"Splash, blow, or fin",Beaufort 2,9:20,19.55247,-156.03761,1500,7.4,unknown,9:21,19.55247,156.03761,0,0.01,2,2,2,None,,7429.814526,Hawai'i,3758.769661,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,196303.4572,FALSE,12488.64011,FALSE,19575.4002,FALSE,630731.7093,50m HMRG multibeam,-1553.080932,245.3019246,13.90986886,4/22/2015,4/22/2015 10:00,2457134.917,4/22/2015 6:01,4/22/2015 18:44,4/22/2015 12:22,4/22/2015 5:38,4/22/2015 6:31,4/22/2015 19:06,4/22/2015 18:14,-18966,349.5284232,-57.80076008,301.3160925,-24.03321794,0.166289931,1,12.712957,long,4,winter,Hawaii,0,38891.10511,48095.31336,62340.88484,4386.552719,134960.2016,0,40009.71197
123,2215,26-Apr-15,Wild Whale,1,Blainville's beaked whale,Hawaii,W Keahuolu pt.,"Splash, blow, or fin",Beaufort 1,7:14,19.59018,-156.22861,4000,21.9,Approach,7:34,19.57992,156.22772,1.144734222,0.33,4,4,4,None,,21794.46227,Hawai'i,21327.87697,leeward,FALSE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,184124.6085,FALSE,22197.89962,FALSE,22547.39299,FALSE,611709.8856,50m HMRG multibeam,-3987.669213,218.080268,7.742185577,4/26/2015,4/26/2015 10:00,2457138.917,4/26/2015 5:59,4/26/2015 18:46,4/26/2015 12:22,4/26/2015 5:36,4/26/2015 6:29,4/26/2015 19:09,4/26/2015 18:16,-18840,349.939829,-56.46256032,278.295259,17.24474199,0.541541503,2,12.7810149,long,4,winter,Hawaii,453.9691414,34920.43449,53908.41205,41960.46253,22154.74209,148227.2935,0,32521.66718
124,2245,2-Nov-15,Other,1,Cuvier's beaked whale,Hawaii,NW Keahole Pt Lt,"Splash, blow, or fin",Beaufort 2,8:08,19.84169,-156.25024,3400,22.5,Travel,8:18,19.83957,156.24874,0.283187313,0.16,3,3,4,None,,22332.32045,Hawai'i,15659.3207,leeward,FALSE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,157700.6775,FALSE,27055.94935,FALSE,15650.67901,FALSE,594579.6452,50m HMRG multibeam,-3435.191183,104.3235491,3.840313418,11/2/2015,11/2/2015 10:00,2457328.917,11/2/2015 6:26,11/2/2015 17:50,11/2/2015 12:08,11/2/2015 6:04,11/2/2015 6:57,11/2/2015 18:12,11/2/2015 17:19,-22179,337.9532112,-84.47051944,76.86275626,11.88860436,0.611397638,4,11.389831,medium,11,fall,Hawaii,0,9390.550804,81423.58533,44600.81535,16418.5188,136329.2972,0,6703.015226
125,2255,6-Nov-15,Other,2,Blainville's beaked whale,Hawaii,W Hachures,"Splash, blow, or fin",Beaufort 1,12:40,19.37612,-155.93031,780,2.8,Slow Travel,13:41,19.35494,155.92986,2.355726973,1.01,7,7,8,None,,2912.079445,Hawai'i,1978.663952,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,218836.0238,FALSE,33698.71415,FALSE,41325.70858,FALSE,650954.158,50m HMRG multibeam,-879.3368618,346.0767007,14.72885041,11/6/2015,11/6/2015 10:00,2457332.917,11/6/2015 6:26,11/6/2015 17:47,11/6/2015 12:07,11/6/2015 6:04,11/6/2015 6:57,11/6/2015 18:10,11/6/2015 17:17,-22329,332.7708446,-86.14430805,71.18063329,-32.60352095,0.23591789,4,11.34718997,medium,11,fall,Hawaii,0,25576.00875,32978.26578,64795.40078,2701.595566,117097.285,0,62189.53354
126,2267,12-Nov-15,Other,2,Cuvier's beaked whale,Hawaii,Puuhonua Pt,"Splash, blow, or fin",Beaufort 1,11:46,19.4239,-156.03764,2100,12.8,Travel,11:49,19.42563,156.03947,0.27173779,0.05,1,1,1,None,,11458.68626,Hawai'i,10147.54505,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,209080.0515,FALSE,26724.94351,FALSE,33748.80857,FALSE,638647.7981,50m HMRG multibeam,-2115.986877,307.4472686,14.30643136,11/12/2015,11/12/2015 10:00,2457338.917,11/12/2015 6:30,11/12/2015 17:45,11/12/2015 12:08,11/12/2015 6:07,11/12/2015 7:01,11/12/2015 18:08,11/12/2015 17:15,-22430,311.8046302,-87.36471965,289.7747217,-78.87821237,0.004673246,1,11.25909849,medium,11,fall,Hawaii,0,24975.6213,34038.89275,63385.33913,11141.39541,129532.5675,0,53313.59414
127,589,8-Jan-16,Other,1,Blainville's beaked whale,Oahu,NE Mokapu Pt,"Splash, blow, or fin",Beaufort 2,11:03,21.67859,-157.39469,3100,42.2,Slow Travel,11:03,21.67859,157.39469,0,0,1,1,2,None,,40576.64234,Unnamed Island 2,36996.36134,windward,FALSE,457,MHI Offshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,66880.35821,FALSE,260979.3695,FALSE,43815.11823,FALSE,397913.6433,50m HMRG multibeam,-3135.950437,85.9189212,1.522432549,1/8/2016,1/8/2016 10:00,2457395.917,1/8/2016 7:09,1/8/2016 18:02,1/8/2016 12:36,1/8/2016 6:45,1/8/2016 7:42,1/8/2016 18:27,1/8/2016 17:30,-21430,264.1577459,-81.62826962,77.0969874,-77.38096955,0.031435072,1,10.88817399,short,1,fall,Oahu,3679.369617,2644.100793,91120.57063,8464.497396,39274.82334,68720.62974,0,22278.84724
128,2286,21-Jul-16,Other,2,Cuvier's beaked whale,Hawaii,W Nenue Pt,"Splash, blow, or fin",Beaufort 2,8:20,19.50795,-156.13981,2800,18.8,Slow Travel,8:20,19.50795,156.13981,0,0,3,5,5,None,,18845.09028,Hawai'i,15300.55572,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,196150.9772,FALSE,20766.47621,FALSE,25454.53674,FALSE,624534.5941,50m HMRG multibeam,-2784.137634,224.4139988,1.226883833,7/21/2016,7/21/2016 10:00,2457590.917,7/21/2016 5:57,7/21/2016 19:04,7/21/2016 12:31,7/21/2016 5:33,7/21/2016 6:28,7/21/2016 19:28,7/21/2016 18:33,-17703,348.7866355,-49.4334094,140.8763157,48.55214833,0.975411769,3,13.12776642,long,7,spring,Hawaii,0,33664.92871,43155.44649,52007.46453,16206.76003,143477.6795,0,41841.2066
129,2291,23-Jul-16,Other,1,Blainville's beaked whale,Hawaii,SW Keawekaheka Pt.,"Splash, blow, or fin",Beaufort 2,8:33,19.4718,-155.95789,680,1.7,Slow Travel,9:27,19.47384,155.96314,0.595330752,0.9,6,6,7,None,,1639.720643,Hawai'i,1129.013438,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,208102.8992,FALSE,22729.48797,FALSE,30376.34848,FALSE,642642.4501,50m HMRG multibeam,-782.8727828,240.4869737,26.26918012,7/23/2016,7/23/2016 10:00,2457592.917,7/23/2016 5:57,7/23/2016 19:03,7/23/2016 12:30,7/23/2016 5:33,7/23/2016 6:28,7/23/2016 19:27,7/23/2016 18:32,-17787,348.8923482,-49.89615328,112.3043717,34.3206812,0.862374488,4,13.10304971,long,7,spring,Hawaii,0,32846.54873,41314.71283,71260.51524,1347.10328,125093.3305,0,51311.96328
130,615,13-Oct-16,24' RHIB,1,Blainville's beaked whale,Oahu,WSW Kaneilio Pt,"Splash, blow, or fin",Beaufort 2,7:06,21.42269,-158.25323,820,5.8,Travel,7:20,21.42368,158.24918,0.433463667,0.23,3,3,3,None,,5733.083653,O'ahu,4211.727084,leeward,FALSE,423,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,130698.4993,FALSE,299464.9214,FALSE,25007.78329,FALSE,326610.017,50m HMRG multibeam,-819.567434,212.4829224,5.749175683,10/13/2016,10/13/2016 10:00,2457674.917,10/13/2016 6:28,10/13/2016 18:09,10/13/2016 12:19,10/13/2016 6:05,10/13/2016 6:58,10/13/2016 18:31,10/13/2016 17:39,-21013,340.2851309,-75.81066844,229.7224848,48.90162298,0.893621999,3,11.68677443,medium,10,summer,Oahu,0,25228.65683,15998.92987,93723.38256,5836.195512,161182.0054,0,29280.95413
131,640,2-Nov-17,24' RHIB,2,Blainville's beaked whale,Oahu,W Ka'ena Pt,"Splash, blow, or fin",Beaufort 2,10:28,21.56343,-158.44204,900,16.9,Slow Travel,10:49,21.56326,158.45021,0.845144486,0.35,7,8,9,None,,16723.0145,O'ahu,8762.802479,leeward,FALSE,423,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,153346.0826,FALSE,324466.8111,FALSE,32343.95862,FALSE,302242.4667,50m HMRG multibeam,-1613.186695,215.8935103,10.89184782,11/2/2017,11/2/2017 10:00,2458059.917,11/2/2017 6:37,11/2/2017 17:56,11/2/2017 12:17,11/2/2017 6:14,11/2/2017 7:08,11/2/2017 18:19,11/2/2017 17:25,-21793,327.7203451,-82.14160646,223.664543,64.4997691,0.955451933,3,11.31227185,medium,11,fall,Oahu,0,8679.710646,0,77384.98504,10829.52402,178592.7404,0,7741.337675
